,Key_a,title_a,brand_a,price_a,Key_b,title_b,brand_b,price_b,label,69_a,69_b,178_a,178_b,306_a,306_b,449_a,449_b,106_a,106_b,641_a,641_b,725_a,725_b,364_a,364_b,2321_a,2321_b,495_a,495_b,31_a,31_b,161_a,161_b,681_a,681_b,747_a,747_b,1830_a,1830_b,20_a,20_b,2670_a,2670_b,463_a,463_b,710_a,710_b,749_a,749_b,186_a,186_b,19_a,19_b,840_a,840_b,39_a,39_b,793_a,793_b,175_a,175_b,734_a,734_b,1344_a,1344_b,1412_a,1412_b,1454_a,1454_b,27_a,27_b,101_a,101_b,1552_a,1552_b,155_a,155_b,58_a,58_b,344_a,344_b,735_a,735_b,1073_a,1073_b,162_a,162_b,400_a,400_b,112_a,112_b,658_a,658_b,123_a,123_b,136_a,136_b,366_a,366_b,144_a,144_b,17_a,17_b,1040_a,1040_b,2061_a,2061_b,407_a,407_b,170_a,170_b,86_a,86_b,1056_a,1056_b,54_a,54_b,674_a,674_b,279_a,279_b,195_a,195_b,272_a,272_b,1343_a,1343_b,264_a,264_b,47_a,47_b,277_a,277_b,479_a,479_b,1411_a,1411_b,1923_a,1923_b,40_a,40_b,355_a,355_b,361_a,361_b,21_a,21_b,180_a,180_b,1346_a,1346_b,750_a,750_b,131_a,131_b,275_a,275_b,437_a,437_b,276_a,276_b,137_a,137_b,127_a,127_b,179_a,179_b,527_a,527_b,50_a,50_b,915_a,915_b,1889_a,1889_b,2860_a,2860_b,408_a,408_b,1441_a,1441_b,452_a,452_b,1072_a,1072_b,156_a,156_b,166_a,166_b,859_a,859_b,159_a,159_b,57_a,57_b,921_a,921_b,462_a,462_b,69_31_a,69_31_b,178_31_a,178_31_b,306_527_a,306_527_b,449_31_a,449_31_b,106_31_a,106_31_b,641_31_a,641_31_b,725_106_a,725_106_b,364_31_a,364_31_b,2321_1344_a,2321_1344_b,495_150_a,495_150_b,31_527_a,31_527_b,161_106_a,161_106_b,681_31_a,681_31_b,747_31_a,747_31_b,1830_31_a,1830_31_b,20_150_a,20_150_b,2670_527_a,2670_527_b,463_527_a,463_527_b,710_1344_a,710_1344_b,749_527_a,749_527_b,186_31_a,186_31_b,19_150_a,19_150_b,840_150_a,840_150_b,39_31_a,39_31_b,793_31_a,793_31_b,175_106_a,175_106_b,734_31_a,734_31_b,1344_527_a,1344_527_b,1412_31_a,1412_31_b,1454_31_a,1454_31_b,27_150_a,27_150_b,101_31_a,101_31_b,1552_31_a,1552_31_b,155_31_a,155_31_b,58_106_a,58_106_b,344_106_a,344_106_b,735_31_a,735_31_b,1073_31_a,1073_31_b,162_106_a,162_106_b,400_31_a,400_31_b,112_106_a,112_106_b,658_31_a,658_31_b,123_31_a,123_31_b,136_31_a,136_31_b,366_31_a,366_31_b,144_31_a,144_31_b,17_150_a,17_150_b,1040_106_a,1040_106_b,2061_31_a,2061_31_b,407_31_a,407_31_b,170_106_a,170_106_b,86_106_a,86_106_b,1056_31_a,1056_31_b,54_31_a,54_31_b,674_31_a,674_31_b,279_527_a,279_527_b,195_31_a,195_31_b,272_31_a,272_31_b,1343_527_a,1343_527_b,264_31_a,264_31_b,47_31_a,47_31_b,277_31_a,277_31_b,479_527_a,479_527_b,1411_31_a,1411_31_b,1923_527_a,1923_527_b,40_31_a,40_31_b,355_31_a,355_31_b,361_527_a,361_527_b,21_31_a,21_31_b,180_527_a,180_527_b,1346_1344_a,1346_1344_b,750_31_a,750_31_b,131_150_a,131_150_b,275_31_a,275_31_b,437_31_a,437_31_b,276_150_a,276_150_b,137_150_a,137_150_b,127_150_a,127_150_b,179_527_a,179_527_b,527_1344_a,527_1344_b,50_106_a,50_106_b,915_150_a,915_150_b,1889_527_a,1889_527_b,2860_31_a,2860_31_b,408_31_a,408_31_b,1441_527_a,1441_527_b,452_31_a,452_31_b,1072_31_a,1072_31_b,156_31_a,156_31_b,166_31_a,166_31_b,859_31_a,859_31_b,159_150_a,159_150_b,57_106_a,57_106_b,921_31_a,921_31_b,462_31_a,462_31_b,69_31_279_a,69_31_279_b,178_31_279_a,178_31_279_b,306_527_31_a,306_527_31_b,449_31_279_a,449_31_279_b,106_31_279_a,106_31_279_b,641_31_1889_a,641_31_1889_b,725_106_279_a,725_106_279_b,364_31_279_a,364_31_279_b,2321_1344_527_a,2321_1344_527_b,495_150_150_a,495_150_150_b,31_527_1346_a,31_527_1346_b,161_106_279_a,161_106_279_b,681_31_279_a,681_31_279_b,747_31_1889_a,747_31_1889_b,1830_31_279_a,1830_31_279_b,20_150_131_a,20_150_131_b,2670_527_279_a,2670_527_279_b,463_527_31_a,463_527_31_b,710_1344_710_a,710_1344_710_b,749_527_1830_a,749_527_1830_b,186_31_279_a,186_31_279_b,19_150_150_a,19_150_150_b,840_150_150_a,840_150_150_b,39_31_1889_a,39_31_1889_b,793_31_279_a,793_31_279_b,175_106_279_a,175_106_279_b,734_31_279_a,734_31_279_b,1344_527_710_a,1344_527_710_b,1412_31_279_a,1412_31_279_b,1454_31_17_a,1454_31_17_b,27_150_150_a,27_150_150_b,101_31_460_a,101_31_460_b,1552_31_279_a,1552_31_279_b,155_31_527_a,155_31_527_b,58_106_279_a,58_106_279_b,344_106_279_a,344_106_279_b,735_31_279_a,735_31_279_b,1073_31_279_a,1073_31_279_b,162_106_279_a,162_106_279_b,400_31_279_a,400_31_279_b,112_106_31_a,112_106_31_b,658_31_279_a,658_31_279_b,123_31_279_a,123_31_279_b,136_31_279_a,136_31_279_b,366_31_279_a,366_31_279_b,144_31_279_a,144_31_279_b,17_150_150_a,17_150_150_b,1040_106_279_a,1040_106_279_b,2061_31_279_a,2061_31_279_b,407_31_279_a,407_31_279_b,170_106_279_a,170_106_279_b,86_106_279_a,86_106_279_b,1056_31_460_a,1056_31_460_b,54_31_279_a,54_31_279_b,674_31_279_a,674_31_279_b,279_527_279_a,279_527_279_b,195_31_279_a,195_31_279_b,272_31_279_a,272_31_279_b,1343_527_31_a,1343_527_31_b,264_31_279_a,264_31_279_b,47_31_279_a,47_31_279_b,277_31_279_a,277_31_279_b,479_527_527_a,479_527_527_b,1411_31_527_a,1411_31_527_b,1923_527_106_a,1923_527_106_b,40_31_5869_a,40_31_5869_b,355_31_279_a,355_31_279_b,361_527_710_a,361_527_710_b,21_31_1889_a,21_31_1889_b,180_527_150_a,180_527_150_b,1346_1344_710_a,1346_1344_710_b,750_31_279_a,750_31_279_b,131_150_47_a,131_150_47_b,275_31_279_a,275_31_279_b,437_31_279_a,437_31_279_b,276_150_1830_a,276_150_1830_b,137_150_150_a,137_150_150_b,127_150_150_a,127_150_150_b,179_527_527_a,179_527_527_b,527_1344_527_a,527_1344_527_b,50_106_279_a,50_106_279_b,915_150_150_a,915_150_150_b,1889_527_527_a,1889_527_527_b,2860_31_279_a,2860_31_279_b,408_31_279_a,408_31_279_b,1441_527_527_a,1441_527_527_b,452_31_460_a,452_31_460_b,1072_31_279_a,1072_31_279_b,156_31_527_a,156_31_527_b,166_31_527_a,166_31_527_b,859_31_279_a,859_31_279_b,159_150_31_a,159_150_31_b,57_106_279_a,57_106_279_b,921_31_279_a,921_31_279_b,462_31_279_a,462_31_279_b
1479,,damskie nike sportswear air max 1 ultra moire bia y niebieski obuwie 704995 100,,,,nike sportswear femme air max 1 mid sneakerboot noir marron chaussures pour,,,0,,,,,,,,,,,,,,,Serbian,French,,,Serbia,France,film,film,Boris Isaković,Claude Gensac,,,,,,,,,,,,,,,,,,,,,Serbia,,,,,,,,,,,,,,,,,,,,,,,,Srdan Golubović,Sólveig Anspach,,,,,,,Ana Stanić,,,,,,,,,,drama film,comedy-drama,,,,Lulu Anew,,,,,,,,,,,Andrej Aćin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srdan Golubović,Sólveig Anspach,,,,color,,,,,,,,,,,,,,,pluricentric language variant,language,,,Pomoravlje District,Wallis and Futuna,title sequence,credit,actor,stage actor,,,,,,,,,,,,,,,,,,,,,South Bačka District,,,,,,,,,,,,,,,,,,,,,,,,film director,documentarian,,,,,,,singer,,,,,,,,,,film genre,theatrical genre,,,,,,,,,,,,,,,record producer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,film producer,film director,,,,cinematic technique,,,,,,,,,,,,,,,,,,,,Sigave,,,artist,actor,,,,,,,,,,,,,,,,,,,,,Bečej Municipality,,,,,,,,,,,,,,,,,,,,,,,,director,,,,,,,,,,,,,,,,,,art genre,literary genre,,,,,,,,,,,,,,,audio engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,producer,director,,,,artistic technique
1480,,nike junior mercurial vortex iii fg nero rosa blast scarpe terreni compatti,,,,puma evospeed 5 tricks kids fg pink glo safety yellow black junior boots firm ground,,,0,,University of Leeds,,,,,,,,singer,,,,,,,,,United States of America,,literary work,human,,,,,,,,,,,,,,,,,,,,,,Blackpool,,,,,,,,,,,,,,,,,,United Kingdom,,musical composition,,,Sten Adventures Book 6: The Return of the Emperor,,,,,,,,,,,,,,,,,,Orbit Books,,science fiction novel,electropop,,,,,,,,,,,English,,,,,,,,,,,,,,,,,,,,,Iamsound Records,,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,,,,,,,The Sten Chronicles,,,,Allan Cole,,,,,,,,,,,,,,,,Sten Adventures Book 8: Empire's End,,,,,,,,,,,,,,,university,,,,,,,,musical profession,,,,,,,,,Maryland,,text,human body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Ireland,,academic major,,,literary work,,,,,,,,,,,,,,,,,,publisher,,literary genre,music genre,,,,,,,,,,,language,,,,,,,,,,,,,,,,,,,,,record label,,,,,,,,,,,,,,,,,,gender,,,,,,,,,,,,,,,,,,,,,,,writer,,,,,,,,,,,,,,,,literary work,,,,,,,,,,,,,,,higher education institution,,,,,,,,profession,,,,,,,,,Cecil County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belfast,,,,,text,,,,,,,,,,,,,,,,,,,,art genre,aspect of music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trade name,,,,,,,,,,,,,,,,,,grammatical gender,,,,,,,,,,,,,,,,,,,,,,,author,,,,,,,,,,,,,,,,text,,,,,,,,,,,,,
1481,,nike kids mercurial vortex iii fg black pink blast junior soccer cleats firm ground,,,,puma kids evospeed 5 tricks fg pink glo safety yellow black junior boots firm ground,,,0,,,,,,,,,,,,,,,,,,,,,brooch,clinical trial,,,,,,,,,,,,,,,,,,,pearl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Norway,,,,,,,Philippe Wolfers,,,,,,,,,,,,King Baudouin Foundation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Museums of Art and History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gemstone,Monitoring in clinical trials,,,,,,,,,,,,,,,,,,,mineral species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Babīte Municipality,,,,,,,goldsmith,,,,,,,,,,,,Federal Scientific Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sala Parish,,,,,,,metalsmith,,,,,,,,,,,,research institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organization,,,,,,,,
1482,,nike junior mercurial vortex iii fg nero rosa blast scarpe terreni compatti,,,,puma kids evospeed 5 tricks fg pink glo safety yellow black junior boots firm ground,,,0,,,,,,,,,,,,,,,,,,,United States of America,,literary work,clinical trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sten Adventures Book 6: The Return of the Emperor,,,,,,,,,,,,,,,,,,Orbit Books,,science fiction novel,,,,,,,Philippines,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Sten Chronicles,,,,Allan Cole,,,,,,,,,,,,,,,,Sten Adventures Book 8: Empire's End,,,,,Novartis,,,,,,,,,,,,,,,,,,,,,,,,,,,New Hampshire,,text,Monitoring in clinical trials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,literary work,,,,,,,,,,,,,,,,,,publisher,,literary genre,,,,,,,Amazonas Department,,,,,modern language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,,literary work,,,,,multinational corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,Rockingham County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text,,,,,,,,,,,,,,,,,,,,genre,,,,,,,,,,,,human language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,author,,,,,,,,,,,,,,,,text,,,,,business,,,,,,,,
1483,,nike lunartempo para mujer azul fuxia zapatillas,,,,nike sportswear air footscape magista flyknit bleu blanc obsidienne chaussures homme,,,0,,,,,,,,,,,,,,,Spanish,English,,,Argentina,United States of America,film,film,Alfredo Fornaresio,Gene Raymond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bert Kalmar,José María Beltrán,,,,,,,Ted Kaufman,,,,,,,,,comedy film,musical film,,,,,,,,,,,,,,,Enrique Delfino,Nathaniel Shilkret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Múgica,Joseph Santley,,,black-and-white,black-and-white,,,,,,,,,,,,,,,modern language,modern language,,,Río Negro Province,Arizona,credit,motion picture credits,actor,stage actor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composer,photographer,,,,,,,politician,,,,,,,,,film genre,film genre,,,,,,,,,,,,,,,composer,songwriter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,film editor,film producer,,,color,color,,,,,,,,,,,,,,,human language,human language,,,Bariloche,Gila County,,,artist,actor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,musician,visual artist,,,,,,,professional,,,,,,,,,art genre,art genre,,,,,,,,,,,,,,,author,vocal composer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media professional,,,absence,absorbed or reflected object light
1484,,nike lunartempo femme bleu royal fuchsia chaussures pour fuschia,,,,nike sportswear air footscape magista flyknit azul blanco obsidiana zapatillas para hombre,,,0,,,Google,,,,,,,,,,,,,,,,,,operating system,political coalition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARM architecture,,,,,,,,,,,,,,,Brazil,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,LLVM,,,,,,,,,,,,,,,,,,,,,,,,BSD licenses,,,,,,,,,,,,Zircon,Republicanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,enterprise,,,,,,,,,,,,,,,,,,memory manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instruction set architecture,,,,,,,,,,,,,,,Minas Gerais,,,,,natural language,,,,,,,,,,,,,,,,,,,,,,,,systems programming language,,,,,,,,,,,,,,,,,,,,,,,,permissive free software licence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,technical standard,,,,,,,,,,,,,,,,,,,,human language,,,,,,,,,,,,,,,,,,,,,,,,programming language,,,,,,,,,,,,,,,,,,,,,,,,free software license,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485,,nike lunartempo femme bleu royal fuchsia chaussures pour fuschia,,,,nike air zoom pegasus 33 para mujer blanco negro rosa verde zapatillas,,,0,,,,,,,,,,,,,,,,Spanish,,,,Argentina,studio album,film,,Aida Villadeamigo,,,,,,,,,,,,,,,,,,,,,,,,,,,Alain Bashung,,,,,,,,,,,,,,,,Les 50 Plus Belles Chansons,,,,,Alberto Etchebehere,,,,,Gaëtan Roussel,León Klimovsky,,,,,,,,,chanson,comedy film,,,,,,,,José Serra,,,French,,,,,Juan Ehlert,,,,,,,,,,,,,,,Universal Music Group,,,,,,,,,,,,,,,,Alain Bashung discography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bijoux, bijoux",,,,,,,,,León Klimovsky,,,,black-and-white,,,,,,,,,,,,,,,,natural language,,,,Formosa Province,,trailer,,television actor,,,,,,,,,,,,,,,,,,,,,,,,,,,film actor,,,,,,,,,,,,,,,,compilation album,,,,,cinematographer,,,,,singer-songwriter,film director,,,,,,,,,music genre,film genre,,,,,,,,economist,,,modern language,,,,,composer,,,,,,,,,,,,,,,subsidiary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,compilation album,,,,,,,,,screenwriter,,,,form,,,,,,,,,,,,,,,,human language,,,,Departamento Patiño,,,,actor,,,,,,,,,,,,,,,,,,,,,,,,,,,actor,,,,,,,,,,,,,,,,,,,,,artist,,,,,songwriter,director,,,,,,,,,aspect of music,art genre,,,,,,,,social scientist,,,human language,,,,,musician,,,,,,,,,,,,,,,subsidiary entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer,,,,
1486,,gel kayano trainer evo,,44 50 eur,,asics tiger gel kayano trainer evo origami pack monaco blue indian ink mens shoes h621n 4950,,,0,,,,,,,,,,,,,,,,English,,,,United States of America,station located underground,film,,Marny Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passes the Bechdel Test,,,,Jamin Winans,,,,,,,,Laura Wright,,,,,,,,,,science fiction film,,,,,Italy,,,Jamin Winans,,,,,,,,Jamin Winans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rome,,,,,,,,ATAC,,ATAC,,,,,,,,,Colorado,,,,,,,,,,,,,,,,,,,,,,Jamin Winans,,,,color,,,,,,,,,,,,,,,,modern language,,,,Kansas,,motion picture credits,,model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quality,,,,composer,,,,,,,,actor,,,,,,,,,,film genre,,,,,Basilicata,,,composer,,,,,,,,composer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,municipio XV,,,,,,,,,,,,,,,,,,,Jefferson County,,,,,,,,,,,,,,,,,,,,,,composer,,,,cinematic technique,,,,,,,,,,,,,,,,human language,,,,Trego County,,,,fashion person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,property,,,,author,,,,,,,,artist,,,,,,,,,,art genre,,,,,Province of Matera,,,author,,,,,,,,musician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,author,,,,artistic technique
1487,,gel kayano trainer evo,,44 50 eur,,asics gel kayano niebieski 299 99 pln sneakersy h621n4950,asics,,0,,,Terminal Reality,,,,,,,,,,,,,,,,United States of America,,video game,manuscript,,,,,,,,,,,,,,,,,,,,paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apple Macintosh,,,,,,Gathering of Developers,,racing video game,dictionary,,,,,,,,,,,,Latin,,,,,,,,,,,,,,National Library of Wales,,,,,,,,,,,computer keyboard,,,,,,,,,,,,,,,,,,,,,,freeware,,DVD,,,National Library of Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Welsh,,,,,video game developer,,,,,,,,,,,,,,,,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operating system,,,,,,business,,video game genre,literary genre,,,,,,,,,,,,dead language,,,,,,,,,,,,,,national library,,,,,,,,,,,numeric keypad,,,,,,,,,,,,,,,,,,,,,,license,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ancient language,,,,,business,,,,,,,,,,,,,,,,Santa Barbara County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,computing platform,,,,,,organization,,genre,literature,,,,,,,,,,,,,,,,,,,,,,,,,,library,,,,,,,,,,,1 key,,,,,,,,,,,,,,,,,,,,,,contract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historical language,,
1488,,asics tiger gel kayano trainer evo nero,,,,asics gel kayano niebieski 299 99 pln sneakersy h621n4950,asics,,0,,,,,,,,,,,,,,,English,,,,United Kingdom,,film,road,Kathy Shower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thriller film,,,,,,,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kariya,,,,,,,,,,Aichi Prefecture,,,,,,,Johannesburg,,,,,,,,,,,,,,,,,,,,,,Gordon Hessler,,,,,,,,,,,,,,,,,,,,language,,,,Free State,,motion picture credits,,stage actor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crime fiction,,,,,,,Akita Prefecture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,film producer,,,,,,,,,,,,,,,,,,,,,,,,Xhariep District Municipality,,,,actor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fiction,,,,,,,Nikaho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media professional,,,,,
1489,,buty puma esito classico sg czarny bia y br zowy korki pi karskie mi kkie pod o e mokra trawa tepy 10333301,,,,buty puma classico sg junior czarny bia y z oty korki dzieci ce pi karskie jr mi kkie pod o e mokra trawa tepy 10335201,,,0,,,,,,,,,,,,,,,,,,,,,multinational corporation,multinational corporation,,,,,,,,,,,,,,,,,Kering,Kering,,,,,,,,,,,,,,,,,,,public company,Societas Europaea,,,,,,,Dassler,Dassler,,,,,,,,,,,,,Rudolf Dassler,Rudolf Dassler,,,,,,,,,,,Germany,Germany,,,,,,,,,,,sports equipment,footwear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDAX,MDAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fashion,fashion,,,,,,,,,Herzogenaurach,Herzogenaurach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,type of business entity,type of business entity,,,,,,,,,,,,,,,,,,,,,politician,politician,,,,,,,,,,,Schleswig-Holstein,Mecklenburg-Vorpommern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,profession,profession,,,,,,,,,,,Kiel,Schwerin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490,,puma esito classico sg black white bronze,,,,puma esito classico fg bianco nero scarpe uomo terreni compatti,,,0,,,,,,,,,musician,,,,,,,Italian,,,,Italy,human,film,,Nino Marchetti,,,,,,,,,,,,,,,,,,,Ilford,,,Libya,,,,,,,Black,,,,,,,,United Kingdom,,,,,,,,,Gino Rocca,,Anchise Brizzi,Jet,,,,,,,,,,,,,,jazz,drama film,,,,,,,,Fernando Tropea,,,,,,,,Antonio Veretti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jet Black,,,,,,,,,,,,,,,,,,,,,Augusto Genina,,,,black-and-white,,,,,,,,,profession,,,,,,,language,,,,Umbria,human body,film frame,,film actor,,,,,,,,,,,,,,,,,,,,,,Sirte District,,,,,,,family name,,,,,,,,Wales,,,,,,,,,screenwriter,,film director,unisex given name,,,,,,,,,,,,,,music genre,film genre,,,,,,,,film editor,,,,,,,,composer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,film director,,,,form,,,,,,,,,job,,,,,,,,,,,Province of Perugia,,,,actor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anthroponym,,,,,,,,Newport,,,,,,,,,writer,,director,given name,,,,,,,,,,,,,,genre,art genre,,,,,,,,,,,,,,,,musician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grammatical gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,director,,,,
