,Key_a,title_a,brand_a,price_a,Key_b,title_b,brand_b,price_b,label
1132,"[2905902, 5333040, 22690274, 727219, 63711092, 28495518, 18343261, 2581918, 1938771]",puma evopower 3 2 fg blanc eclipse totale lave chaussures homme terrain sec,,,"[2020857, 1991104, 20098839, 1778959, 739125, 1988599, 1315644, 52935749, 28678483]",puma evopower 4 3 fg blue yonder white shocking orange mens soccer cleats firm ground,,,0
1133,"[2905902, 5333040, 22690274, 727219, 63711092, 28495518, 18343261, 2581918, 1938771]",puma evopower 3 2 fg blanc eclipse totale lave chaussures homme terrain sec,,,"[5971300, 845859, 4833027, 5964363, 2747673, 21480462, 4848919, 6461479, 5967524]",puma evopower 2 3 fg azul blanco naranja botas de futbol terrenos firmes,,,0
1134,"[5333040, 3029396, 58217971, 3262992, 543462, 1622756, 1468980, 1203752, 82268]",puma evopower 3 2 ferme grond wit total eclipse lava blast heren voetbalschoenen,,,"[20630660, 55606479, 553879, 5024853, 6166658, 7819311, 48741269, 5024820, 21604117]",gi y b ng puma evospeed sl fg cam code 10323501 h t i th,,3 900 000 3 400 000,0
1135,"[2026422, 203388, 1192353, 7457166, 3222516, 13361286, 1944292, 146027, 7093197]",nike w roshe one czarny 299 99 pln sneakersy 844994002,nike,,"[1078818, 826255, 2359049, 5123237, 197412, 67628998, 5139904, 28927588, 4127627]",wmns suede platform,,eur 99 00,0
1136,"[2026422, 203388, 1192353, 7457166, 3222516, 13361286, 1944292, 146027, 7093197]",nike w roshe one czarny 299 99 pln sneakersy 844994002,nike,,"[48742776, 7859043, 7858803, 4918910, 18611395, 951786, 1649241, 2298220, 3815597]",nike wmns roshe two black 844931 002 bludshop com,,,0
1137,"[3596407, 64656579]",wmns roshe one nike 844994 002 everysize com,nike,,"[19887373, 18703892, 28417769, 8059159, 3178113, 1339248, 16736430, 12157631, 965249]",roshe one youth gs nike 599728 031 everysize com,nike,,0
1138,"[2031485, 66606225, 2388343, 3038744, 221842, 8068287, 7883093, 3222224, 4642508]",under armour corespeed force 3 0 fg black mens soccer cleats firm ground 1278818 006 neon coral,,,"[52303186, 52303067, 52303081, 52303131, 52302954, 52303168, 52303000, 52302985, 52303013]",nike hypervenom phelon ii fg volt negro hyper turquesa botas de futbol,,,0
1139,"[2031485, 3754656, 22252043, 3818168, 1413, 3874776, 370363, 14296686, 1066310]",under armour corespeed force 3 0 fg nero scarpe uomo,,,"[10707933, 20672521, 3204536, 63343125, 834800, 6728519, 11398237, 3716002, 3443185]",puma evospeed sl s ii fg noir blanc rouge chaussures pour homme terrain sec,,,0
1140,"[2031485, 66606225, 2388343, 3038744, 221842, 8068287, 7883093, 3222224, 4642508]",under armour corespeed force 3 0 fg black mens soccer cleats firm ground 1278818 006 neon coral,,,"[10707933, 20672521, 3204536, 63343125, 834800, 6728519, 11398237, 3716002, 3443185]",puma evospeed sl s ii fg noir blanc rouge chaussures pour homme terrain sec,,,0
1141,"[3225241, 3225240, 2000400, 1952952, 728707, 59099529, 6850731, 11370556, 3829051]",nike mercurial vapor xi fg noir rose chaussures pour homme terrain sec,,,"[5643323, 5277225, 21061239, 5643313, 5643311, 5643305, 1747150, 147734, 2424050]",concave halo microfibre fg blanc rose chaussures pour homme terrain sec,,,0
1142,"[3225241, 3225240, 2000400, 1952952, 728707, 59099529, 6850731, 11370556, 3829051]",nike mercurial vapor xi fg noir rose chaussures pour homme terrain sec,,,"[16590705, 7087188, 2529207, 1991104, 2020857, 1315644, 1988611, 3177775, 2823774]",nike mercurial veloce ii leather fg black hyper pink soccer cleats firm ground,,,0
1143,"[52303067, 52302975, 52303081, 52302954, 52303186, 52303013, 50412595, 52303131, 52303000]",nike mercurial vapor xi fg negro rosa botas de futbol terrenos firmes,,,"[5964363, 5680146, 624779, 6461479, 2082476, 4660942, 4721411, 59915135, 4716701]",nike mercurial vapor xi cr7 fg alga volt hasta blanco botas de futbol,,,0
1144,"[2678899, 660030, 2710147, 2714583, 67091030, 4279276, 6413943, 2667715, 23647131]",nike mercurial vapor xi fg total crimson volt pink blast mens boots firm ground,,,"[15199106, 6517221, 6517201, 54807265, 48741202, 27062798, 13748927, 2358400, 950355]",nike tiempo legacy ii fg giada nero volt scarpe uomo terreni compatti,,,0
1145,"[59099529, 62097041, 4660942, 255722, 59099640, 1094136, 55229798, 28551243, 25250]",nike mercurial vapor xi fg cremise totale volt rosa blast scarpe uomo terreni compatti,,,"[604597, 4010340, 59925495, 571565, 2467423, 880433, 19789342, 3281068, 4133646]",nike mercurial veloce iii df fg negro rosa botas de futbol terrenos firmes,,,0
1146,"[59099529, 62097041, 4660942, 255722, 59099640, 1094136, 55229798, 28551243, 25250]",nike mercurial vapor xi fg cremise totale volt rosa blast scarpe uomo terreni compatti,,,"[4010340, 4133646, 2061549, 1909600, 7547811, 29704664, 19789342, 2276272, 1156307]",nike mercurial veloce iii df fg noir rose chaussures pour homme terrain sec,,,0
1147,"[4004122, 50412595, 4003579, 209783, 4004126, 3967428, 54591, 23817385, 54568]",concave quantum fg bianco rosa scarpe uomo terreni compatti,,,"[2188585, 14855384, 400205, 2379778, 1402952, 529366, 2497571, 631827, 15095097]",concave quantum fg zwart wit heren voetbalschoenen ferme grond,,,0
1148,"[4004122, 50412595, 4003579, 209783, 4004126, 3967428, 54591, 23817385, 54568]",concave quantum fg bianco rosa scarpe uomo terreni compatti,,,"[5643323, 5277225, 21061239, 5643313, 5643311, 5643305, 1747150, 147734, 2424050]",concave halo microfibre fg blanc rose chaussures pour homme terrain sec,,,0
1149,"[23647131, 217559, 660030, 16590705, 7119408, 7087188, 579455, 17479171, 3905223]",concave quantum fg white pink mens soccer cleats firm ground,,,"[21005074, 967015, 57271738, 9324638, 19203074, 2527353, 1403478, 10781, 167778]",buty concave quantum fg bia y czarny m skie pi karskie trawa naturalna,,,0
1150,"[52302975, 18391472, 6949823, 6818003, 5351688, 5352326, 11730561, 118771, 817337]",nike metcon dsx flyknit gris lobo negro zapatillas de entrenamiento,,,"[56695783, 4936804, 1370832, 5156478, 69920812, 923895, 24053301, 14948014, 2083258]",zoom train complete nike 882119 004 everysize com,nike,,0
1151,"[1130577, 660030, 1129480, 30749736, 5187395, 4140943, 59977145, 28148160, 308929]",nike metcon dsx flyknit wolf grey volt black mens shoes regular training,,,"[7133674, 61993138, 61993000, 66739758, 3837891, 66738502, 66739232, 66741140, 66740767]",nike metcon 1 volt blanco negro platino zapatillas para hombre,,,0
1152,"[52303067, 52303000, 52302985, 52302954, 52303186, 52303131, 52303013, 52303081, 52302943]",metcon dsx flyknit nike 852930 003 everysize com,nike,,"[5158028, 209783, 54568, 23817385, 3967428, 3818168, 4004122, 3754656, 362900]",nike metcon 1 volt bianco nero platino puro scarpe uomo,,,0
1153,"[4004122, 3818168, 4004126, 209783, 3967428, 54591, 129437, 23817385, 54568]",concave quantum fg bianco nero scarpe uomo terreni compatti,,,"[728707, 3225241, 3225240, 6850731, 11370556, 3220915, 3829051, 22683519, 1019489]",concave quantum fg noir blanc chaussures pour homme terrain sec,,,0
1154,"[2892548, 3412968, 50817870, 54310276, 57404305, 17133430, 6179438, 2280945, 829535]",concave quantum fg wit zwart heren voetbalschoenen ferme grond,,,"[2678899, 67091030, 660030, 6413943, 2667715, 59977145, 1635046, 893161, 3177775]",puma esito classico fg white black mens boots firm ground,,,0
1155,"[17133430, 50817870, 3412968, 6179438, 2892548, 230506, 944, 13361589, 2280945]",concave quantum fg white black mens soccer cleats firm ground,,,"[17133430, 50817870, 3412968, 6179438, 2892548, 230506, 944, 13361589, 2280945]",concave quantum fg black white mens soccer cleats firm ground,,,0
1156,"[64776870, 64776944, 3413919, 55966352, 55966351, 55966350, 2491502, 2342050, 54802474]",asics tiger gel lyte iii valentines day pack red mens shoes h63qq 2323,,,"[11592711, 11494704, 11405471, 6157545, 892798]",asics gel lyte iii bialy 439 99 pln sneakersy h534l0101,asics,,0
1157,"[64776870, 64776944, 3413919, 55966352, 55966351, 55966350, 2491502, 2342050, 54802474]",asics tiger gel lyte iii valentines day pack red mens shoes h63qq 2323,,,"[1663, 21869840, 648469, 1813605, 5411378, 181216, 839461, 153519, 2624555]",asics gel lyte iii split camo marcepanowy obuwie meskie buty h7y0l 0593,,,0
1158,"[64776870, 64776944, 3413919, 55966352, 55966351, 55966350, 2491502, 2342050, 54802474]",asics tiger gel lyte iii valentines day pack red mens shoes h63qq 2323,,,"[11393391, 11593629, 6157388]",asics gel lyte iii granatowy 379 99 pln sneakersy h5z2n5001,asics,,0
1159,"[7269602, 471214, 15792724, 969469, 6763008, 4020470, 21646713, 3212360, 7363289]",concave volt 1 0 sg noir rose chaussures pour homme terrain gras,,,"[1990165, 483915, 165023, 60517466, 3341498, 5262520, 1990127, 448969, 7034804]",nike tiempo rio iii sg jade noir volt chaussures pour homme terrain gras,,,0
1160,"[4003579, 50412595, 3283879, 3282190, 18127602, 6466355, 3795947, 438531, 18171844]",concave volt 1 0 sg nero rosa scarpe uomo terreni morbidi,,,"[588352, 223359, 52063378, 17029422, 3429456, 66740727, 49857443, 10714782, 41428]",nike tiempo rio iii sg clear jade zwart volt heren voetbalschoenen zachte grond,,,0
1161,"[4003579, 50412595, 3283879, 3282190, 18127602, 6466355, 3795947, 438531, 18171844]",concave volt 1 0 sg nero rosa scarpe uomo terreni morbidi,,,"[21061239, 5643313, 5643311, 5643305, 1747150, 147734, 5643315, 2424050, 5277225]",concave halo 1 0 fg czarny z oty m skie buty pi karskie trawa naturalna lanki,,,0
1162,"[21527509, 1029084, 371440, 126796, 22906900, 4958336, 665135, 466243, 3013377]",air jordan 13 retro low brave blue pre order the sneaker authority,,,"[484871, 6907524, 1985321, 27915877, 66486019, 5306775, 4126723, 699028, 798740]",air jordan 11 retro low bg blue moon pre order the sneaker authority,,,0
1163,"[21527509, 1029084, 371440, 126796, 22906900, 4958336, 665135, 466243, 3013377]",air jordan 13 retro low brave blue pre order the sneaker authority,,,"[1659592, 66039888, 1527196, 4835473, 595693, 38430, 1339626, 6500795, 17006806]",air jordan 14 retro laney new arrivals the sneaker authority,,,0
1164,"[21527509, 1029084, 371440, 126796, 22906900, 4958336, 665135, 466243, 3013377]",air jordan 13 retro low brave blue pre order the sneaker authority,,,"[484871, 6907524, 1985321, 1553438, 1036420, 27915877, 1996604, 5044862, 25999767]",air jordan 11 retro low bg blue moon the sneaker authority,,,0
1165,"[605129, 2328936, 16623201, 48927761, 3958940, 7460439, 7460434, 4242547, 7962467]",asics gel respector shadow schwarz retro laufschuhe,,,"[140944, 83382, 21135787, 63316129, 696278, 1156307, 28559641, 21989636, 66043553]",gel lyte iii asics h6b2l 9024 everysize com,asics,,0
1166,"[696278, 52303067, 52302954, 52303000, 52302985, 52303263, 52303131, 52303186, 52303152]",asics gel respector black h5w3l 9090 bludshop com,,,"[651823, 3715386, 65386089, 22079431, 20199847, 3023608, 4006201, 65385932, 1368043]",sneakers buty asics gel lyte v latigo bay black h5v2l 8990 bludshop com,,,0
1167,"[696278, 52303067, 52302954, 52303000, 52302985, 52303263, 52303131, 52303186, 52303152]",asics gel respector black h5w3l 9090 bludshop com,,,"[3857956, 3515126, 3874341, 16004445, 3754656, 3795639, 7537152, 4004122, 22252043]",asics gel zaraca 4 blu methyl nero argento scarpe uomo,,,0
1168,"[728707, 3197039, 3225241, 3225240, 6850731, 16255655, 491678, 325718, 18228840]",puma king ii fg jaune noir chaussures pour homme terrain sec,,,"[660030, 4140943, 5187395, 1130577, 1129480, 6675972, 30749736, 3944952, 59977145]",puma evospeed 3 4 leather fg black safety yellow white mens shoes firm ground,,,0
1169,"[728707, 3197039, 3225241, 3225240, 6850731, 16255655, 491678, 325718, 18228840]",puma king ii fg jaune noir chaussures pour homme terrain sec,,,"[660030, 1130577, 4140943, 5187395, 1129480, 6675972, 1763806, 30749736, 15855282]",puma evospeed 5 4 fg safety yellow atomic blue white mens shoes firm ground,,,0
1170,"[728707, 3197039, 3225241, 3225240, 6850731, 16255655, 491678, 325718, 18228840]",puma king ii fg jaune noir chaussures pour homme terrain sec,,,"[2905902, 2906521, 1231078, 3221098, 22690274, 15406880, 1068280, 9183696, 583]",puma evospeed 5 4 fg jaune bleu atomique blanc chaussures pour homme terrain sec,,,0
1171,"[3639429, 3639430, 3614603, 4747653, 3614116, 3967428, 209783, 498375, 23817385]",nike zoom speed tr3 rosso bianco nero cremise scarpe uomo,,,"[17493275, 2628556, 794586, 157064, 12257149, 1069901, 5971300, 4833027, 5964363]",puma speed 300 ignite blanco azul rojo zapatillas de correr,,,0
1172,"[885136, 2710147, 952142, 2714583, 1765880, 1512994, 3424373, 3422649, 3217187]",nike zoom speed tr3 red white black crimson mens shoes gym bright,,,"[1763806, 27217352, 45193437, 1166152, 1166150, 932814, 2212127, 3824951, 3545014]",nike zoom winflo 3 racer blue glow black white mens shoes 831561 401,,,0
1173,"[3639429, 3639430, 3614603, 4747653, 3614116, 3967428, 209783, 498375, 23817385]",nike zoom speed tr3 rosso bianco nero cremise scarpe uomo,,,"[728707, 2000400, 1952952, 3225241, 3225240, 6850731, 786097, 3220915, 727219]",zoom speed tr 3 nike noir et vert partir de 63 00 mod le homme,nike,,0
1174,"[27217352, 29317221, 12894596, 23641878, 1479, 28871809, 28858979, 41516381, 41517878]",2017 air jordan 12 bordeaux metallic silver sail cheap sale jordans,,,"[29566195, 647054, 129068, 2870245, 1130577, 5372, 4867643, 2887242, 1129480]",basketball shoes air jordan vi retro prm heriress sale shop basketmania,,,0
1175,"[82112, 5800632, 5352499, 16229567, 3213199, 3882450, 2228568, 4905368, 54959074]",air jordan 12 retro lust m xico webstore,,,"[2870245, 738662, 886187, 618329, 53566455, 16250777, 3107638, 7994726, 7994725]",air jordan 6 retro gs premium heiress black white girls size for sale shoes,,,0
1176,"[27217352, 23641878, 1479, 42350513, 29317221, 24326087, 28858979, 27827682, 28871809]",2017 air jordan 12 bordeaux men s shoes 130690 617 for sale retro,,,"[7034804, 483915, 165023, 60517466, 90007, 3341498, 448969, 5262520, 1990165]",air 6 retro as nike jordan 907961 015 everysize com,nike jordan,,0
1177,"[1069901, 1078818, 826255, 12257149, 157064, 17493275, 2628556, 794586, 586918]",puma suede classic czarny 279 99 pln sneakersy 35263403,puma,,"[696278, 679172, 52303067, 52303186, 52302954, 52303000, 52302985, 52303263, 53104433]",tennis classic cs nike 683613 104 everysize com,nike,,0
1178,"[1078818, 826255, 2359049, 529366, 47908718, 43398959, 2497571, 962552, 38066788]",puma suede classic zwart heren schoenen trainers sportschoenen,,,"[29819549, 4867628, 5499752, 1750952, 810280, 216204, 1082116, 7734079, 50905]",puma basket classic lfs white mens shoes 354367 17,,,0
1179,"[1078818, 826255, 2359049, 529366, 47908718, 43398959, 2497571, 962552, 38066788]",puma suede classic zwart heren schoenen trainers sportschoenen,,,"[696278, 679172, 52303067, 52303186, 52302954, 52303000, 52302985, 52303263, 53104433]",tennis classic cs nike 683613 104 everysize com,nike,,0
1180,"[13632727, 984821, 446204, 2585195]",nike magista onda ic comprare e offerta su goalinn,nike,,"[1130577, 2020857, 739125, 1991104, 2387749, 2529207, 2823774, 1778959, 1315644]",nike tiempo legacy indoor neo turq white hyper crimson futsal shoes soccer cleats 631522 418,,,0
1181,"[13632727, 984821, 446204, 2585195]",nike magista onda ic goalinn,nike,,"[2020857, 937351, 1991104, 2529207, 1778959, 16671192, 739125, 1315644, 613088]",nike hypervenomx proximo ic the soccer factory,,,0
1182,"[13632727, 984821, 446204, 2585195]",nike magista onda ic comprar y ofertas en goalinn,nike,,"[407275, 15042276, 18394365, 20646860, 862245, 68828046, 4115844, 406704, 405497]",nike sportswear air footscape magista flyknit rojo negro dorado zapatillas para hombre,,,0
1183,"[17493275, 2628556, 1069901, 794586, 157064, 12257149, 358868, 131390, 29233]",puma speed 300 ignite blanc bleu atomique rouge chaussures pour homme,,,"[5262520, 3341498, 7034804, 483915, 165023, 60517466, 1990127, 1990165, 448969]",nike zoom speed tr3 azul blanco negro zapatillas de entrenamiento,,,0
1184,"[17493275, 2628556, 1069901, 794586, 157064, 12257149, 358868, 131390, 29233]",puma speed 300 ignite bianco blu atomic rosso blast scarpe uomo,,,"[3596407, 64656579, 52303067, 52303131, 52302954, 52303000, 52302985, 52303081, 52303186]",train speed 4 nike 843937 002 everysize com,nike,,0
1185,"[3683691, 976823, 2440383, 882028, 286820, 20972620, 18148633, 948456, 2909706]",puma speed 300 ignite white atomic blue red blast mens shoes,,,"[52303067, 52302954, 52303131, 52303013, 52303186, 52303081, 52303168, 52303000, 52302985]",puma ignite v2 negro asfalto rojo plateado zapatillas de correr,,,0
1186,"[5089308, 696278, 679172, 52302954, 61993053, 52303067, 52303152, 52303000, 52302985]",wmns air max bw ultra nike 819638 001 everysize com,nike,,"[2415656, 886286, 30315607, 17031641, 2415569, 4220731, 231682, 539794, 17182579]",nike air max thea ultra fk 881175 002 sneakers for women upclassics,nike,,0
1187,"[16202837, 16201043, 579455, 7994726, 7994725, 275326, 23444, 11316060, 2882477]",nike wmns air max bw ultra black pure platinum white 819638 001 purchaze,nike,,"[2415656, 886286, 30315607, 4220731, 3990167, 16227993, 17031641, 7777214, 2415569]",nike sportswear womens air max thea ultra flyknit pure platinum shoes 881175 002,,,0
1188,"[5089308, 64653347, 696278, 679172, 52302954, 61993053, 52303067, 52303152, 52303000]",wmns air max bw ultra nike 819638 001 everysize com,nike,,"[3594822, 2000400, 1952952, 3549732, 16995784, 3505469, 727219, 1289727, 18343261]",nike sportswear air max 90 ultra moire bleu marine blanc chaussures pour homme,,,0
1189,"[22132443, 4096519, 32859429, 197968, 796293, 4563532, 359303, 2063591, 465774]",pantaloni nike sportswear tech fleece erica carbone abbigliamento uomo,,,"[7881976, 7881975, 12124695, 1783741, 8773812, 5244919, 6095519, 5351403, 5351396]",nike free run blanco negro zapatillas para hombre,,,0
1190,"[4096519, 22132443, 32859429, 521406, 796293, 4563532, 306572, 197968, 3572131]",nike sportswear tech fleece pant carbon heather mens clothing black 832120 091,,,"[1130577, 6675972, 3944952, 30749736, 1129480, 5245289, 886739, 4140943, 4927714]",nike free run white black mens shoes,,,0
1191,"[22132443, 4096519, 32859429, 197968, 796293, 4563532, 359303, 2063591, 465774]",pantaloni nike sportswear tech fleece erica carbone abbigliamento uomo,,,"[4080475, 3453198, 1508815, 7379480, 1570535, 3926679, 3358558, 7379520, 16494458]",buty m skie nike roshe run 511881 010 czarne jordan adidas,,,0
1192,"[2000400, 1952952, 6850731, 3225241, 3225240, 727219, 728707, 3829051, 786097]",asics gel kayano trainer knit mt noir chaussures homme,,,"[5418534, 2817092, 285827, 42410, 19758416, 6902815, 16186224, 59977145, 3177775]",asics gel kayano trainer evo black dark grey sneakers retro running tempo stores,,,0
1193,"[497082, 19939, 2303080, 1756441, 390278, 4898915, 7801413, 3754053, 7801402]",gel kayano trainer knit mt men s sneakers asics tiger,,,"[3989263, 830324, 28101342, 51110, 5639494, 10319255, 18383063, 16316220, 2559629]",gel kayano 24 lite show m asics,asics,,0
1194,"[497082, 19939, 2303080, 1756441, 390278, 4898915, 7801413, 3754053, 7801402]",gel kayano trainer knit mt men s sneakers asics tiger,,,"[917206, 6990294, 3087281, 105674, 3227993, 52664187, 3222253, 1058512, 7380055]",gel kayano 24 lite show men road running asics,,,0
1195,"[1743564, 6816187, 4305922, 6137321, 3899613, 64722924, 5455399, 65470020, 327713]",asics gel lyte iii h7m4l 0202 sneakers for men upclassics,asics,,[1191288],asics gel lyte iii mid h637y 4242 footstop,,,0
1196,"[1743564, 6816187, 4305922, 6137321, 3899613, 64722924, 5455399, 65470020, 327713]",asics gel lyte iii h7m4l 0202 sneakers for men upclassics,asics,,"[1191288, 1763806, 27217352, 1166152, 1166150, 45193437, 2702745, 1123902, 638012]",asics tiger gel lyte iii future pack mid blue mens shoes h637y 4242,,,0
1197,"[455292, 63400729, 65316751, 64807354, 64720754, 65388322, 65390056, 65541605, 65345602]",asics gel lyte iii h7m4l 0202 sneakers for men upclassics,asics,,"[455292, 63400729, 65316751, 64807354, 64720754, 65388322, 65390056, 65541605, 65345602]",asics gel lyte iii h534l 0101 footstop,,,0
1198,"[1130577, 660030, 30749736, 1129480, 6675972, 4140943, 5187395, 3944952, 4927714]",nike metcon 2 black white wolf grey volt mens shoes regular training,,,"[1130577, 660030, 30749736, 1129480, 6675972, 4140943, 5187395, 3944952, 4927714]",nike metcon 2 black white mens shoes,,,0
1199,"[660030, 2539328, 68287013, 2154207, 22132443, 32859429, 56209156, 16835681, 796293]",nike sportswear air presto essential black mens shoes 848187 011,,,"[2261408, 2260902, 2261418]",air presto,,eur 77 40,0
1200,"[5664626, 620648, 3362144, 7832727, 3220912, 10534082, 7726909, 2489949, 2108725]",gel fujilyte men trail running asics,,,"[16992370, 1109340, 3229375, 28856174, 1440832, 24259081, 24259052, 30007492, 50192889]",gel fortitude 7 women hardloopschoenen voor dames asics,,,0
1201,"[5664626, 7832727, 620648, 3931557, 3362144, 5544174, 3220912, 2003736, 10534082]",gel fujilyte men s trail running hiking shoes asics,,,"[430080, 3718481, 3964306, 3955881, 3899487, 164766, 3899618, 4004110, 1495530]",gel excite 4 men scarpe da running per uomo asics,,,0
1202,"[5664626, 620648, 3362144, 7832727, 3220912, 10534082, 7726909, 2489949, 2108725]",gel fujilyte men trail running asics,,,"[65563112, 16992370, 1109340, 3051450, 1216153, 8031301, 27480997, 29061026, 2261553]",gel fortitude 7 women s running shoes asics,,,0
1203,"[61694563, 16186459, 27825886, 4967433, 506696, 7767357, 2009192, 4967481, 4967452]",buty puma evopower 4 2 fg jr peacoat bia y bright plasma korki dzieci ce pi karskie twarde pod o e trawa naturalna lanki 10322801,,,"[5964363, 6461479, 2082476, 4721411, 59915135, 4716701, 562731, 5621354, 3310967]",puma evospeed 2 3 fg plasma blanco peacoat botas de futbol terrenos firmes 10301102,,,0
1204,"[332524, 129265, 6715760, 1479583, 6313453, 101397, 1929539, 21005370, 22350633]",puma evopower 4 2 firm ground junior football boots grey start fitness,,,"[5971300, 845859, 4833027, 5964363, 2747673, 21480462, 4848919, 6461479, 5967524]",puma evopower 2 3 fg azul blanco naranja botas de futbol terrenos firmes,,,0
1205,"[1929539, 332524, 129265, 1498968, 10251, 6166327, 6715760, 5285199, 239693]",puma junior evopower 4 2 fg peacoat bianco plasma splendente scarpe da calcio 10322801,,,"[5971300, 845859, 4833027, 5964363, 2747673, 21480462, 4848919, 6461479, 5967524]",puma evopower 2 3 fg azul blanco naranja botas de futbol terrenos firmes,,,0
1206,"[5262520, 483915, 165023, 60517466, 3341498, 1990165, 448969, 1990127, 90007]",nike dri fit cushioned n 3 pair pack anfugen und sonderangebote runnerinn,nike,,"[1580373, 1304856, 65542252, 39543186, 1090828, 3747883, 3576931, 976243, 16598837]",air jordans 5 retro white black fire red for sale 2017 jordan shoes,,,0
1207,"[21984962, 6831716, 41421, 6276389, 19886854, 1637988, 7822683, 16730434, 722348]",air jordan retro 5 flight suit grosbasket,,,"[885136, 1345751, 12109062, 7304105, 19961803, 642384, 3424373, 3422649, 3217187]",air jordans 5 retro white varsity red obsidian for sale cheap kd 9,,,0
1208,"[5262520, 483915, 165023, 60517466, 3341498, 1990165, 448969, 1990127, 90007]",nike dri fit cushioned n 3 pair pack anfugen und sonderangebote runnerinn,nike,,"[9614, 2859057, 16240051, 60737667, 4546098, 52624955, 6757729, 165161, 16547557]",air jordan 5 silver tongue 136027 100,,,0
1209,"[4660942, 55229798, 28551243, 25250, 56736133, 1652335, 11789653, 828489, 74494]",nike zoom speed tr3 karminrot schwarz volt herrenschuhe,,,"[3857956, 209783, 3515126, 3967428, 54568, 23817385, 3874341, 129437, 3795639]",nike zoom speed tr3 blu royal intenso bianco nero scarpe uomo,,,0
1210,"[1130577, 5187395, 660030, 3177775, 3944952, 2710147, 30749736, 1129480, 2714583]",nike zoom speed tr3 total crimson black hyper volt mens shoes,,,"[728707, 2000400, 1952952, 3225241, 3225240, 6850731, 786097, 3220915, 727219]",zoom speed tr 3 nike noir et vert partir de 63 00 mod le homme,nike,,0
1211,"[4660942, 55229798, 28551243, 25250, 56736133, 1652335, 11789653, 828489, 74494]",nike zoom speed tr3 karminrot schwarz volt herrenschuhe,,,"[209783, 23817385, 54568, 3967428, 3754656, 3818168, 129437, 54591, 4004122]",nike zoom speed tr3 verde bianco nero scarpe uomo,,,0
1212,"[19363454, 676435, 191952, 3976478, 191965, 4189197, 40156, 524484, 7623793]",nike sportswear air max ld zero czarny buty m skie 848624 005,,,"[989425, 724698, 663601, 2702745, 55081, 444309, 264048, 240843, 16354845]",nike sportswear air max 90 ultra moire czarny m skie obuwie,,,0
1213,"[19363454, 676435, 191965, 46638, 7623793, 524661, 191915, 524484, 30327528]",nike sportswear air max ld zero nero scarpe uomo 848624 005,,,"[989425, 7133674, 61993138, 3837891, 52302975, 7882131, 66741140, 66739748, 61992968]",nike sportswear air max 90 ultra moire negro zapatillas para hombre deportivas,,,0
1214,"[19363454, 676435, 191952, 3976478, 191965, 4189197, 40156, 524484, 7623793]",nike sportswear air max ld zero czarny buty m skie 848624 005,,,"[7269602, 15792724, 471214, 3212360, 64494793, 7386595, 3941234, 3585338, 1724227]",nike sportswear air max 1 gs fille noir rose blanc chaussures enfant,,,0
1215,"[66740727, 66740723, 66740726, 61993032, 563723, 7559319, 3927581, 1011, 551676]",nike hypervenom phantom ii fg platino negro verde fantasma botas de futbol terrenos firmes,,,"[3505469, 3594822, 3549732, 8524, 4003258, 1362126, 1313999, 16995784, 23816382]",nike hypervenom phantom ii fg carmin obsidienne violet chaussures de football pour homme terrain sec,,,0
1216,"[66740727, 66740723, 66740726, 61993032, 563723, 7559319, 3927581, 1011, 551676]",nike hypervenom phantom ii fg platino negro verde fantasma botas de futbol terrenos firmes,,,"[532200, 27230377, 4660942, 3144100, 196255, 3483118, 56736359, 11321408, 28551243]",nike hypervenom phatal ii df fg volt negro hyper turquesa botas de futbol,,,0
1217,"[15111541, 7180534, 4297094, 3815697, 570180, 2291188, 2206176, 717600, 8190356]",nike hypervenom phantom ii fg platino puro nero verde scarpe uomo terreni compatti,,,"[5578743, 2714583, 7994726, 7994725, 4920838, 4920836, 3829295, 5578570, 39070393]",nike tiempo genio ii leather fg black white metallic gold mens boots firm ground,,,0
1218,"[1130577, 1129480, 4140943, 1763806, 2400117, 976352, 6675972, 4929294, 27217352]",wholesale air jordan 11 low blue moon sunset binary white men size retro shoes,,,"[7373937, 20657151, 824225, 1344213, 6698253, 2006248, 371901, 6459130, 6459132]",air jordan 14 low laney varsity royal black maize white hoop,,,0
1219,"[484871, 6907524, 1985321, 27915877, 66486019, 5306775, 4126723, 699028, 798740]",air jordan 11 retro low bg blue moon pre order the sneaker authority,,,"[1130577, 15121977, 4140943, 3944952, 1129480, 6675972, 3225873, 625780, 2778500]",air jordans 14 retro low laney shoes for sale 2017 jordan,,,0
1220,"[484871, 6907524, 1985321, 27915877, 66486019, 5306775, 4126723, 699028, 798740]",air jordan 11 retro low bg blue moon pre order the sneaker authority,,,"[2261408, 2260902, 701939, 53063949, 11617587, 2169609, 63808892, 2261418, 2506537]",air jordan 5 retro low,,175 00 eur,0
1221,"[2020857, 1988611, 1991104, 20098839, 739125, 1987250, 1315644, 1778959, 28678483]",puma evospeed 1 2 leather fg soccer cleats sharks blue with peach,puma,,"[3639429, 3639430, 3614603, 4747653, 3614116, 498375, 3795639, 7512148, 312617]",puma evospeed sl s ii fg nero bianco rosso scarpe uomo terreni compatti,,,0
